row_id,notebook,record_type,status,model_family,architecture_detail,arm_or_config,run_directory,base_checkpoint,dataset,split_evaluated,n_eval,input_size,preprocessing,loss_function,sampler,pipeline_stages,epochs_budget,selected_epoch,batch_size,num_workers,optimizer,scheduler,learning_rates,weight_decay,seed,selection_rule,accuracy,qwk,mae,macro_precision,macro_recall,macro_f1,grade1_recall,macro_ap,macro_auc,selection_score,per_grade_f1,decision,notes
DN-RUN-19,notebooks/densenet121/runs/optimized/2026-08-21_01_densenet121_384_yolo_evaluate_only.ipynb,evaluation_only,completed,DenseNet-121,timm densenet121 pretrained=False num_classes=5 drop_rate 0.20,Locked YOLO-ROI test evaluation of the optimized 384 checkpoint,densenet121_yolo_roi/2026-08-21_03-41-45_618715_UTC,"densenet121_yolo_roi/2026-08-21_03-41-45_618715_UTC/best_model.pth (DN-RUN-18, robust 0.7437)",derived/densenet121_yolo_square_roi_trainvaltest_v2/test (locked),test,1656,384x384,CLAHE 1.25 (8x8) -> SquarePad -> Resize 384 -> ImageNet norm,n/a (inference only),n/a,no training,0,n/a,128,4,n/a,n/a,n/a,n/a,42,reporting only,0.5876,0.7372,0.5344,0.6087,0.5882,0.5909,—,0.6456,0.8479,—,—,not promoted over the 2026-07-30 deployed checkpoint,"Off-by-1 accuracy 0.8853. mAP 0.6456, mAUC 0.8479. IMPORTANT: 0.7437 is the stored checkpoint robust_selection score, NOT a test QWK; the test QWK is 0.7372. This run is slightly worse than the deployed DN-RUN-10 (acc 0.5972, QWK 0.7702), which is why the 2026-07-30 checkpoint was kept in production."
DN-TPL-01,notebooks/densenet121/pipeline/01_train_original.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",DenseNet-121,—,Pipeline template: stage 1 original-crop training,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,template only; carries no results,Clean reusable pipeline notebook. Produces SELECTED_CHECKPOINT.txt for stage 2 when run.
DN-TPL-02,notebooks/densenet121/pipeline/02_train_paired_roi.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",DenseNet-121,—,Pipeline template: stage 2 paired-ROI adaptation,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,template only; carries no results,Consumes stage 1's SELECTED_CHECKPOINT.txt and emits its own for stage 3.
DN-TPL-03,notebooks/densenet121/pipeline/03_evaluate_roi_test.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",DenseNet-121,—,Pipeline template: stage 3 locked ROI test evaluation,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,template only; carries no results,Evaluation-only template producing Grad-CAM grids and report_row.json.
DN-TPL-04,notebooks/densenet121/focal_corn/01_train_original_focal_corn.ipynb,template_not_executed,"setup cells only (2 execution counts, 1 output); no training",DenseNet-121,—,Focal CORN experiment template: stage 1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,experiment template; no results yet,"Focal CORN research branch: 4 conditional logits, gamma 2.0, alpha 0.25, label smoothing 0.1, task weights [2.0,1.8,1.2,1.0]. Never trained."
DN-TPL-05,notebooks/densenet121/focal_corn/02_train_paired_roi_focal_corn.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",DenseNet-121,—,Focal CORN experiment template: stage 2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,experiment template; no results yet,See DN-TPL-04.
DN-TPL-06,notebooks/densenet121/focal_corn/03_evaluate_roi_test_focal_corn.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",DenseNet-121,—,Focal CORN experiment template: stage 3 evaluation,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,experiment template; no results yet,Would produce CORN-variant Grad-CAM (backprop through threshold logits). Never run.
SE-EXP-01,notebooks/seresnext50_32x4d/experiments/se_resnext50_32x4d_ce_vs_ordinal_loss_native_cam_ablation.ipynb,ablation_arm,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d features_only out_indices=(4,); final 12x12 native-CAM head (five class maps)",final_native_cam_ce (standard hard-label cross-entropy),seresnext50_32x4d_checkpoints/2026-07-25_04-35-13_977212_UTC_seresnext_ce_vs_ordinal_soft_label,ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (val 826),validation,826,384x384 (resize 400 -> crop 384),square pad + CLAHE; Resize 400 -> RandomCrop 384 (train) / CenterCrop 384 (eval),Cross-Entropy (CE),full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),best of 30,48,4,AdamW,CosineAnnealingLR,warmup 3e-4 / coarse / finetune,1e-4 (finetune 10x),42,0.40*QWK + 0.20*macroF1 + 0.10*macroRecall + 0.10*G1recall + 0.15*macroAP + 0.05*macroAUC,0.621065,0.793681,—,0.646324,0.675689,0.658106,0.366013,0.708756,0.875733,0.703364,—,not selected,"CAM audit: joint_enrichment 2.195524, border_enrichment 0.336442, occlusion Spearman 0.408785, joint occlusion drop 0.537251, border occlusion drop 0.224844, localization_pass True."
SE-EXP-02,notebooks/seresnext50_32x4d/experiments/se_resnext50_32x4d_ce_vs_ordinal_loss_native_cam_ablation.ipynb,ablation_arm,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d features_only out_indices=(4,); final 12x12 native-CAM head (five class maps)","final_native_cam_ordinal_soft_label (Gaussian ordinal soft-label CE, sigma 0.70)",seresnext50_32x4d_checkpoints/2026-07-25_04-35-13_977212_UTC_seresnext_ce_vs_ordinal_soft_label,ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (val 826),validation,826,384x384 (resize 400 -> crop 384),square pad + CLAHE; Resize 400 -> RandomCrop 384 (train) / CenterCrop 384 (eval),Ordinal soft-label CE (Gaussian sigma 0.70),full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),best of 30,48,4,AdamW,CosineAnnealingLR,warmup 3e-4 / coarse / finetune,1e-4 (finetune 10x),42,0.40*QWK + 0.20*macroF1 + 0.10*macroRecall + 0.10*G1recall + 0.15*macroAP + 0.05*macroAUC,0.617433,0.803113,—,0.654695,0.674465,0.657431,0.424837,0.700162,0.870514,0.711211,—,"SELECTED on validation, but the gain is NOT statistically significant","CAM audit: joint_enrichment 2.114305, border_enrichment 0.381390, occlusion Spearman 0.514589, joint occlusion drop 0.308915, border occlusion drop 0.160592, localization_pass True. Paired validation bootstrap vs CE: QWK difference +0.009324 (95% CI -0.005974 to +0.024627), macro-F1 difference -0.001156 (95% CI from -0.021138) — both intervals cross zero. CORN was deliberately excluded because 4 conditional logits would change the head and the grade-CAM definition. Production kept plain CE."
SE-EXP-03,notebooks/seresnext50_32x4d/experiments/se_resnext50_32x4d_native_cam_sampler_strength_ablation.ipynb,ablation_arm,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d features_only out_indices=(4,); final 12x12 native-CAM head",full_inverse (sampler power 1.0),2026-07-23_15-13-05_616211_UTC_full_vs_sqrt_vs_none,ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (val 826),validation,826,384x384 (resize 400 -> crop 384),CLAHE 2.0 (8x8); Resize 400 -> RandomCrop 384 (train) / CenterCrop 384 (eval),Cross-Entropy (CE),full inverse-frequency (count^-1),3-stage warmup/coarse/finetune,30 (5/15/10),30,48,4,AdamW,CosineAnnealingLR,3e-4 head / 1e-5 finetune,1e-4 (finetune 1e-3),42,baseline gate: selection >= 0.7003 AND CAM joint/border must not regress from 0.8707 / 0.0749,—,0.7948,—,—,—,0.6446,0.3725,—,—,0.6984,—,validation winner; NOT eligible for the locked holdout,"CAM: joint 0.8421, border 0.0898, peak inside 0.9956, occlusion correlation 0.5745. Fails the promotion gate (selection 0.6984 < 0.7003 baseline)."
SE-EXP-04,notebooks/seresnext50_32x4d/experiments/se_resnext50_32x4d_native_cam_sampler_strength_ablation.ipynb,ablation_arm,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d features_only out_indices=(4,); final 12x12 native-CAM head",sqrt_inverse (sampler power 0.5),2026-07-23_15-13-05_616211_UTC_full_vs_sqrt_vs_none,ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (val 826),validation,826,384x384 (resize 400 -> crop 384),CLAHE 2.0 (8x8); Resize 400 -> RandomCrop 384 (train) / CenterCrop 384 (eval),Cross-Entropy (CE),square-root inverse-frequency (count^-0.5),3-stage warmup/coarse/finetune,30 (5/15/10),30,48,4,AdamW,CosineAnnealingLR,3e-4 head / 1e-5 finetune,1e-4 (finetune 1e-3),42,baseline gate: selection >= 0.7003 AND CAM joint/border must not regress from 0.8707 / 0.0749,—,0.7895,—,—,—,0.6496,0.3072,—,—,0.6875,—,not eligible,"CAM: joint 0.8187, border 0.1048, peak inside 0.9912, occlusion correlation 0.5841. Best macro F1 of the three arms but the weakest Grade-1 recall except no_sampler."
SE-EXP-05,notebooks/seresnext50_32x4d/experiments/se_resnext50_32x4d_native_cam_sampler_strength_ablation.ipynb,ablation_arm,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d features_only out_indices=(4,); final 12x12 native-CAM head",no_sampler (ordinary shuffled training),2026-07-23_15-13-05_616211_UTC_full_vs_sqrt_vs_none,ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (val 826),validation,826,384x384 (resize 400 -> crop 384),CLAHE 2.0 (8x8); Resize 400 -> RandomCrop 384 (train) / CenterCrop 384 (eval),Cross-Entropy (CE),none (shuffle),3-stage warmup/coarse/finetune,30 (5/15/10),27,48,4,AdamW,CosineAnnealingLR,3e-4 head / 1e-5 finetune,1e-4 (finetune 1e-3),42,baseline gate: selection >= 0.7003 AND CAM joint/border must not regress from 0.8707 / 0.0749,—,0.7737,—,—,—,0.6348,0.1961,—,—,0.6650,—,rejected,"CAM: joint 0.8067, border 0.1117, peak inside 0.9736, occlusion correlation 0.6001. Grade-1 recall collapses to 0.1961 without class balancing — the clearest evidence that the inverse-frequency sampler is necessary."
SE-RUN-01,notebooks/seresnext50_32x4d/runs/2026-07-25_se_resnext50_native_cam_orientation_gamma.ipynb,training_run,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d features_only out_indices=(4,); native-CAM class_conv head","Natural orientation + training-only horizontal flip + mild gamma, native CAM, CE",seresnext50_32x4d_checkpoints/2026-07-25_01-50-53_962450_UTC_natural_orientation_flip_gamma_native_cam_ce,ImageNet pretrained (no base run),kaggle_knee_osteoarthritis (train 5778 / val 826 / test 1656),validation + test,826 val / 1656 test,384x384 (resize 400 -> crop 384),CLAHE 2.0 (8x8); Resize 400 -> RandomCrop 384 (train) / CenterCrop 384 (eval),Cross-Entropy (CE),full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),28,48,4,AdamW,CosineAnnealingLR,3e-4 head / 1e-5 finetune,1e-4 warmup+coarse; 1e-3 finetune,42,0.40*QWK + 0.20*macroF1 + 0.10*macroRecall + 0.10*G1recall + 0.15*macroAP + 0.05*macroAUC,0.6557971,0.8215502,—,0.6729584,0.6877877,0.6780896,0.4121622,0.7298952,0.8980188,0.7286182,G0 0.75 | G1 0.37 | G2 0.63 | G3 0.80 | G4 0.84,best SE-ResNeXt result on the published-crop test split,"Best validation epoch 28: QWK 0.7899, F1 0.6617, G1R 0.3856, AP 0.7139, selection 0.7061. Test loss 0.7675831. Weighted avg 0.67/0.66/0.66."
SE-RUN-02,notebooks/seresnext50_32x4d/runs/pair_view_yolo_224/2026-08-04_02_train_se_resnext50_original_224.ipynb,training_run,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, linear head after global average pool","Original published crops at native 224, CE, 3-stage",seresnext50_32x4d_checkpoints/2026-08-04_00-59-41_684745_UTC_original_224_ce_3stage,ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224 (train/val/test),validation + test,826 val / 1656 test,224x224,CLAHE 1.25 -> square pad -> resize 224,Cross-Entropy (CE),full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),best of 30,48,2,AdamW,CosineAnnealingLR,3e-4 head / 1e-5 finetune,1e-4 (finetune 1e-3),42,0.55*QWK + 0.30*macroF1 + 0.15*macroAP,0.6262077,0.7968614,—,0.6484758,0.6465165,0.6464448,0.3445946,0.6863809,0.8743150,0.7351644,G0 0.74 | G1 0.33 | G2 0.58 | G3 0.76 | G4 0.83,224 branch; base for SE-RUN-03,Test loss 0.8525635. Weighted avg 0.63/0.63/0.63.
SE-RUN-03,notebooks/seresnext50_32x4d/runs/pair_view_yolo_224/2026-08-04_03_train_se_resnext50_paired_view_yolo_224.ipynb,training_run,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, linear head after global average pool","Paired-view adaptation at 224: 50% published + 50% YOLO ROI, roi_expansion 1.15",seresnext50_32x4d_paired_view_adaptation/2026-08-04_05-11-53_194345_UTC_paired_view_yolo_roi,seresnext50_32x4d_checkpoints/2026-08-04_00-59-41_684745_UTC_original_224_ce_3stage/best_model.pth (SE-RUN-02),published ClsKLData/kneeKL224 + derived YOLO square ROI,validation,826,224x224,CLAHE 1.25 -> square pad -> resize 224,Cross-Entropy (CE),full inverse-frequency,single-stage fine-tune,5,4,48,2,AdamW,CosineAnnealingLR,1e-5,1e-3,42,"robust_selection = mean(published_selection, roi_selection)",—,0.7716616 (published) / 0.6868808 (ROI),—,—,—,0.6197724 (published) / 0.5528122 (ROI),—,0.6698684 (published) / 0.5962025 (ROI),—,0.6719422 (robust),—,224 branch; evaluated by SE-RUN-04,"ep4 train loss 0.7203844, robust 0.6719422 (BEST); ep5 train loss 0.7253245, robust 0.6718147, published QWK 0.7635277, ROI QWK 0.6913264."
SE-RUN-04,notebooks/seresnext50_32x4d/runs/pair_view_yolo_224/2026-08-04_04_evaluate_se_resnext50_paired_view_yolo_gradcam_224.ipynb,evaluation_only,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, linear head after global average pool",Locked YOLO-ROI test evaluation of the 224 paired-view checkpoint,seresnext50_32x4d_paired_view_evaluation/2026-08-05_13-49-43_310215_UTC,seresnext50_32x4d_paired_view_adaptation/2026-08-04_05-11-53_194345_UTC_paired_view_yolo_roi/best_model.pth (SE-RUN-03),derived/densenet121_yolo_square_roi_trainvaltest_v2/test (locked),test,1656,224x224,CLAHE 1.25 -> square pad -> resize 224 -> ImageNet norm,n/a (inference only),n/a,no training,0,n/a,48,2,n/a,n/a,n/a,n/a,42,reporting only,0.5567633,0.7155476,—,0.5555264,0.5748824,0.5593130,—,0.6008347,0.8309168,0.6514703 (reference only),—,not deployed; weakest of the SE-ResNeXt ROI evaluations,Lowest ROI test QWK of the SE-ResNeXt line (0.7155 vs 0.7437 at 384).
SE-RUN-05,notebooks/seresnext50_32x4d/runs/pair_view_yolo_384/2026-08-04_02_train_se_resnext50_original_384.ipynb,training_run,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, linear head after global average pool","Original published crops upscaled to 384, CE, 3-stage",seresnext50_32x4d_checkpoints/2026-08-14_17-09-16_448541_UTC_original_224_ce_3stage,ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224 (train/val/test),validation + test,826 val / 1656 test,384x384,"CLAHE 1.25 (8x8) -> square pad -> direct Resize(384,384), no crop",Cross-Entropy (CE),full inverse-frequency,3-stage warmup/coarse/finetune,30 (5/15/10),28,48,4,AdamW,CosineAnnealingLR,3e-4 head / 1e-5 finetune,1e-4 (finetune 1e-3),42,0.55*QWK + 0.30*macroF1 + 0.15*macroAP,0.6407005,0.8229052,—,0.6751425,0.6618923,0.6652209,0.3952703,0.7173289,0.8916030,0.7597635,G0 0.75 | G1 0.35 | G2 0.62 | G3 0.77 | G4 0.85,base checkpoint for SE-RUN-06; writes SELECTED_CHECKPOINT.txt,"Best validation epoch 28: QWK 0.8063, F1 0.6652, G1R 0.4444, AP 0.7043, selection 0.7487. Test loss 0.7954806. Weighted avg 0.66/0.64/0.65. The notebook was also re-run later, producing seresnext50_32x4d_checkpoints/2026-08-19_07-29-11_452556_UTC_original_224_ce_3stage."
SE-RUN-06,notebooks/seresnext50_32x4d/runs/pair_view_yolo_384/2026-08-14_03_train_se_resnext50_yolo_roi_384.ipynb,training_run,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, linear head after global average pool","Paired-view adaptation at 384: alternate view probability 0.50, YOLO ROI",seresnext50_32x4d_yolo_384/2026-08-14_23-59-46_940080_UTC,"seresnext50_32x4d_checkpoints/2026-08-14_17-09-16_448541_UTC_original_224_ce_3stage/best_model.pth (SE-RUN-05, via SELECTED_CHECKPOINT.txt)",published ClsKLData/kneeKL224 + derived densenet121_yolo_square_roi_trainvaltest_v2,validation,826,384x384,CLAHE 1.25 (8x8) -> square pad -> resize 384,Cross-Entropy (CE),full inverse-frequency,single-stage fine-tune,5,4,auto: 128 (A100 >=70GB) / 64 (A100 >=35GB) / 48,"8 on A100, else 2",AdamW,CosineAnnealingLR,1e-5,1e-3,42,"robust_selection = mean(published_selection, roi_selection)",—,0.7912734 (published) / 0.6935232 (ROI),—,—,—,0.6654776 (published) / 0.5843468 (ROI),—,0.7153422 (published) / 0.6421946 (ROI),—,0.6976080 (robust),—,evaluated by SE-RUN-07,"Epoch history (robust_selection): ep1 0.6838499, ep2 0.6927850, ep3 0.6871935, ep4 0.6976080 (BEST), ep5 0.6938336. Train loss ep1-5: 0.7407017, 0.6877664, 0.6784919, 0.6599292, 0.6678234."
SE-RUN-07,notebooks/seresnext50_32x4d/runs/pair_view_yolo_384/2026-08-14_04_evaluate_se_resnext50_yolo_roi_384_gradcam.ipynb,evaluation_only,completed; BEST SE-ResNeXt ROI TEST RESULT,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, linear head after global average pool; post-hoc Grad-CAM",Locked YOLO-ROI test evaluation of the 384 paired-view checkpoint,seresnext50_32x4d_yolo_384/2026-08-14_23-59-46_940080_UTC/evaluation_2026-08-15_00-34-38_857832_UTC,seresnext50_32x4d_yolo_384/2026-08-14_23-59-46_940080_UTC/best_model.pth (SE-RUN-06),"derived/densenet121_yolo_square_roi_trainvaltest_v2/test (locked; G0 639, G1 296, G2 447, G3 223, G4 51)",test,1656,384x384,CLAHE 1.25 (8x8) -> SquarePad -> Resize 384 -> ImageNet norm,n/a (inference only),n/a,no training,0,n/a,48,2,n/a,n/a,n/a,n/a,42,reporting only,0.5876,0.7437,—,0.6088,0.6155,0.6079,—,0.6377,0.8507,—,KL0 0.7149 | KL1 0.2917 | KL2 0.5136 | KL3 0.7302 | KL4 0.7890,best measured SE-ResNeXt on the locked ROI test split; NOT the checkpoint in production,"Per-grade precision/recall/N: KL0 0.6900/0.7418/639, KL1 0.2629/0.3277/296, KL2 0.6111/0.4430/447, KL3 0.7385/0.7220/223, KL4 0.7414/0.8431/51. Weighted avg 0.6005/0.5876/0.5893. IMPORTANT: the deployed SE-ResNeXt checkpoint is 2026-08-08_02-51-49_038987_UTC, a DIFFERENT checkpoint that has no notebook anywhere (see SE-ORPHAN-01)."
SE-RUN-08,notebooks/seresnext50_32x4d/runs/optimized/2026-08-16_01_seresnext50_224_orig_a100_ce.ipynb,training_run,completed; validation only,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, custom head","A100-optimized original-crop training at native 224, plain CE",seresnext50_32x4d_original/2026-08-21_14-12-25_727378_UTC,ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224,validation,826,224x224,CLAHE 1.25 -> SquarePad -> Resize 224 -> ImageNet norm,plain CrossEntropyLoss,WeightedRandomSampler (inverse frequency),3-stage,30 (5/15/10),stage-3 epoch 5,"64 on A100, else 16","min(requested, cpu_count)",AdamW,CosineAnnealingLR per stage,stage-specific,1e-4,42,QWK only,—,0.7184,—,—,—,—,—,—,—,0.7184,—,base checkpoint for SE-RUN-10,"Stage 2 tail: ep13 QWK 0.6633, ep14 0.6678, ep15 0.6777. Stage 3: ep1 0.6670, ep2 0.6921, ep3 0.6972, ep4 0.7037, ep5 0.7184 (BEST), ep6 0.7135, ep7 0.7072, ep8 0.7090, ep9 0.7076, ep10 0.7060. No test split evaluated."
SE-RUN-09,notebooks/seresnext50_32x4d/runs/optimized/2026-08-16_01_train_se_resnext50_original_224_ordinal_optimized.ipynb,incomplete_run,"*** INCOMPLETE — stopped at Stage 2, epoch 10 of 15 ***",SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, custom head","Declared: original crops upscaled to 384, 3-stage",seresnext50_32x4d_original/<timestamp> (never finalized),ImageNet pretrained (no base run),Mendeley ClsKLData/kneeKL224,none (run never completed),n/a,384x384,CLAHE 1.25 -> SquarePad -> Resize 384,plain CrossEntropyLoss,WeightedRandomSampler (inverse frequency),3-stage,30 (5/15/10),n/a (stopped at stage 2 epoch 10/15),48,2,AdamW,CosineAnnealingLR per stage,stage-specific,1e-4,42,QWK-based composite,—,—,—,—,—,—,—,—,—,—,—,EXCLUDED from results; no final checkpoint or selection score,"The final 'Saved: / Best selection:' cell never produced output, so no checkpoint directory was recorded. Best value observed before it stopped: stage 2 epoch 9, selection 0.6781 (QWK 0.7437); highest QWK seen was stage 2 epoch 7 = 0.7611 (selection 0.6742). These are partial in-training values, not a completed result. The repeated 'AssertionError: can only test a child process' tracebacks are benign DataLoader shutdown warnings, not the cause."
SE-RUN-10,notebooks/seresnext50_32x4d/runs/optimized/2026-08-16_02_seresnext50_384_yolo_a100_ce.ipynb,training_run,completed; validation only,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, custom head (25,521,141 parameters)",Paired published + YOLO ROI fine-tune at 384 from the optimized original checkpoint,seresnext50_32x4d_yolo_roi/2026-08-21_15-54-31_396374_UTC,"seresnext50_32x4d_original/2026-08-21_14-12-25_727378_UTC/best_model.pth (SE-RUN-08, auto-discovered by mtime)",published ClsKLData/kneeKL224 + derived densenet121_yolo_square_roi_trainvaltest_v2,validation,826,384x384,CLAHE 1.25 (8x8) -> SquarePad -> Resize 384,plain CrossEntropyLoss,WeightedRandomSampler (inverse frequency),single-stage fine-tune,5,4,"32 on A100, else 16","8 on A100, else 2",AdamW,CosineAnnealingLR,1e-5,1e-3,42,"robust = mean(published QWK, ROI QWK)",—,0.7521 (published) / 0.6888 (ROI),—,—,—,—,—,—,—,0.7204 (robust),—,evaluated on test by SE-RUN-11,Epoch history: ep1 loss 1.0468 acc 0.5389 pub 0.7110 roi 0.6271 robust 0.6691; ep2 loss 0.8973 acc 0.5961 pub 0.7168 roi 0.6711 robust 0.6939; ep3 loss 0.8658 acc 0.6158 pub 0.7578 roi 0.6817 robust 0.7197; ep4 loss 0.8395 acc 0.6213 pub 0.7521 roi 0.6888 robust 0.7204 (BEST); ep5 loss 0.8390 acc 0.6154 pub 0.7658 roi 0.6735 robust 0.7196.
SE-RUN-11,notebooks/seresnext50_32x4d/runs/optimized/2026-08-21_01_seresnext50_384_yolo_evaluate_only.ipynb,evaluation_only,completed,SE-ResNeXt-50 32x4d,"timm seresnext50_32x4d, custom head (25,521,141 parameters)",Locked YOLO-ROI test evaluation of the optimized 384 checkpoint,seresnext50_32x4d_yolo_roi/2026-08-21_15-54-31_396374_UTC,"seresnext50_32x4d_yolo_roi/2026-08-21_15-54-31_396374_UTC/best_model.pth (SE-RUN-10, robust 0.7204)",derived/densenet121_yolo_square_roi_trainvaltest_v2/test (locked),test,1656,384x384,CLAHE 1.25 (8x8) -> SquarePad -> Resize 384 -> ImageNet norm,n/a (inference only),n/a,no training,0,n/a,128,4,n/a,n/a,n/a,n/a,42,reporting only,0.5507,0.6824,0.6099,0.5849,0.5526,0.5354,—,0.6023,0.8219,—,—,not promoted,"Off-by-1 accuracy 0.8557, mAP 0.6023, mAUC 0.8219. *** SOURCE OF A REPORTING ERROR: 0.5526 is the MACRO RECALL, not the macro F1. Macro F1 is 0.5354. Any record quoting macro F1 = 0.5526 for this run has copied the macro-recall column. ***"
SE-TPL-01,notebooks/seresnext50_32x4d/pipeline/01_train_original.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",SE-ResNeXt-50 32x4d,—,Pipeline template: stage 1 original-crop training,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,template only; carries no results,Clean reusable pipeline notebook mirroring the DenseNet pipeline.
SE-TPL-02,notebooks/seresnext50_32x4d/pipeline/02_train_paired_roi.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",SE-ResNeXt-50 32x4d,—,Pipeline template: stage 2 paired-ROI adaptation,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,template only; carries no results,See SE-TPL-01.
SE-TPL-03,notebooks/seresnext50_32x4d/pipeline/03_evaluate_roi_test.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",SE-ResNeXt-50 32x4d,—,Pipeline template: stage 3 locked ROI test evaluation,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,template only; carries no results,See SE-TPL-01.
SE-TPL-04,notebooks/seresnext50_32x4d/focal_corn/01_train_original_focal_corn.ipynb,template_not_executed,"setup cells only (2 execution counts, 1 output); no training",SE-ResNeXt-50 32x4d,—,Focal CORN experiment template: stage 1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,experiment template; no results yet,"Focal CORN research branch: 4 conditional logits, gamma 2.0, alpha 0.25, label smoothing 0.1, task weights [2.0,1.8,1.2,1.0]. Never trained."
SE-TPL-05,notebooks/seresnext50_32x4d/focal_corn/02_train_paired_roi_focal_corn.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",SE-ResNeXt-50 32x4d,—,Focal CORN experiment template: stage 2,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,experiment template; no results yet,See SE-TPL-04.
SE-TPL-06,notebooks/seresnext50_32x4d/focal_corn/03_evaluate_roi_test_focal_corn.ipynb,template_not_executed,"never executed (0 execution counts, 0 outputs)",SE-ResNeXt-50 32x4d,—,Focal CORN experiment template: stage 3 evaluation,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,experiment template; no results yet,See SE-TPL-04.
YOLO-01,notebooks/yolo/yolov8_knee_detection.ipynb,detector_training,completed,YOLOv8n,"Ultralytics YOLOv8n (yolov8n.pt), single class 'knee joint'","50-epoch detector training, 640px",yolov8_knee_roi_checkpoints/knee_detection_run (best.pt 6.2 MB),yolov8n.pt (COCO pretrained),knee ROI detection set (val 315 images / 357 instances),validation,315 images / 357 instances,640,Ultralytics default,Ultralytics detection loss,n/a,single-stage,50,50 (all completed),16,Ultralytics default,auto,Ultralytics default,lr0 0.001,Ultralytics default,42,best mAP (Ultralytics),Precision 0.989,mAP50-95 0.745,—,—,Recall 0.980,—,—,mAP50 0.988,—,—,—,detector for the larger validation split,"Repeat model.val() calls on the same 315-image split printed P 0.989 / R 0.980 / mAP50 0.988 / mAP50-95 0.745, 0.746 and 0.747, plus one call at P 0.991 / R 0.980 / mAP50 0.989 / mAP50-95 0.735. Patience 10. *** paper.md claims mAP50-95 0.8136, P 0.9879, R 0.9881 — that combination appears in NEITHER YOLO notebook. ***"
